epoch,train_accuracy,test_accuracy,total_accuracy
144,0.500000,0.500000,0.500000
145,0.500000,0.500000,0.500000
146,0.500000,0.500000,0.500000
147,0.500000,0.500000,0.500000
148,0.500000,0.500000,0.500000
149,0.500000,0.500000,0.500000
150,0.500000,0.500000,0.500000
151,0.500000,0.500000,0.500000
152,0.500000,0.500000,0.500000
153,0.500000,0.500000,0.500000
154,0.500000,0.500000,0.500000
155,0.500000,0.500000,0.500000
156,0.500000,0.500000,0.500000
157,0.500000,0.500000,0.500000
158,0.500000,0.500000,0.500000
159,0.500000,0.500000,0.500000
160,0.500000,0.500000,0.500000
161,0.500000,0.500000,0.500000
162,0.500000,0.500000,0.500000
163,0.500000,0.500000,0.500000
164,0.500000,0.500000,0.500000
165,0.500000,0.500000,0.500000
166,0.500000,0.500000,0.500000
167,0.500000,0.500000,0.500000
168,0.500000,0.500000,0.500000
169,0.500000,0.500000,0.500000
170,0.500000,0.500000,0.500000
171,0.500000,0.500000,0.500000
172,0.500000,0.500000,0.500000
173,0.500000,0.500000,0.500000
174,0.500000,0.500000,0.500000
175,0.500000,0.500000,0.500000
176,0.500000,0.500000,0.500000
177,0.500000,0.500000,0.500000
178,0.500000,0.500000,0.500000
179,0.500000,0.500000,0.500000
180,0.500000,0.500000,0.500000
181,0.500000,0.500000,0.500000
182,0.500000,0.500000,0.500000
183,0.500000,0.500000,0.500000
184,0.500000,0.500000,0.500000
185,0.500000,0.500000,0.500000
186,0.500000,0.500000,0.500000
187,0.500000,0.500000,0.500000
188,0.500000,0.500000,0.500000
189,0.500000,0.500000,0.500000
190,0.500000,0.500000,0.500000
191,0.500000,0.500000,0.500000
192,0.500000,0.500000,0.500000
193,0.500000,0.500000,0.500000
194,0.500000,0.500000,0.500000
195,0.500000,0.500000,0.500000
196,0.500000,0.500000,0.500000
197,0.500000,0.500000,0.500000
198,0.500000,0.500000,0.500000
199,0.500000,0.500000,0.500000
200,0.500000,0.500000,0.500000
201,0.500000,0.500000,0.500000
202,0.500000,0.500000,0.500000
203,0.500000,0.500000,0.500000
204,0.500000,0.500000,0.500000
205,0.500000,0.500000,0.500000
206,0.500000,0.500000,0.500000
207,0.500000,0.500000,0.500000
208,0.500000,0.500000,0.500000
209,0.500000,0.500000,0.500000
210,0.500000,0.500000,0.500000
211,0.500000,0.500000,0.500000
212,0.500000,0.500000,0.500000
213,0.500000,0.500000,0.500000
214,0.500000,0.500000,0.500000
215,0.500000,0.500000,0.500000
216,0.500000,0.500000,0.500000
217,0.500000,0.500000,0.500000
218,0.500000,0.500000,0.500000
219,0.500000,0.500000,0.500000
220,0.500000,0.500000,0.500000
221,0.500000,0.500000,0.500000
222,0.500000,0.500000,0.500000
223,0.500000,0.500000,0.500000
224,0.500000,0.500000,0.500000
225,0.500000,0.500000,0.500000
226,0.500000,0.500000,0.500000
227,0.500000,0.500000,0.500000
228,0.500000,0.500000,0.500000
229,0.500000,0.500000,0.500000
230,0.500000,0.500000,0.500000
231,0.500000,0.500000,0.500000
232,0.500000,0.500000,0.500000
233,0.500000,0.500000,0.500000
234,0.500000,0.500000,0.500000
235,0.500000,0.500000,0.500000
236,0.500000,0.500000,0.500000
237,0.500000,0.500000,0.500000
238,0.500000,0.500000,0.500000
239,0.500000,0.500000,0.500000
240,0.500000,0.500000,0.500000
241,0.500000,0.500000,0.500000
242,0.500000,0.500000,0.500000
243,0.500000,0.500000,0.500000
244,0.500000,0.500000,0.500000
245,0.500000,0.500000,0.500000
246,0.500000,0.500000,0.500000
247,0.500000,0.500000,0.500000
248,0.500000,0.500000,0.500000
249,0.500000,0.500000,0.500000
250,0.500000,0.500000,0.500000
251,0.500000,0.500000,0.500000
252,0.500000,0.500000,0.500000
253,0.500000,0.500000,0.500000
254,0.500000,0.500000,0.500000
255,0.500000,0.500000,0.500000
256,0.500000,0.500000,0.500000
257,0.500000,0.500000,0.500000
258,0.500000,0.500000,0.500000
259,0.500000,0.500000,0.500000
260,0.500000,0.500000,0.500000
261,0.500000,0.500000,0.500000
262,0.500000,0.500000,0.500000
263,0.500000,0.500000,0.500000
264,0.500000,0.500000,0.500000
265,0.500000,0.500000,0.500000
266,0.500000,0.500000,0.500000
267,0.500000,0.500000,0.500000
268,0.500000,0.500000,0.500000
269,0.500000,0.500000,0.500000
270,0.500000,0.500000,0.500000
271,0.500000,0.500000,0.500000
272,0.500000,0.500000,0.500000
273,0.500000,0.500000,0.500000
274,0.500000,0.500000,0.500000
275,0.500000,0.500000,0.500000
276,0.500000,0.500000,0.500000
277,0.500000,0.500000,0.500000
278,0.500000,0.500000,0.500000
279,0.500000,0.500000,0.500000
280,0.500000,0.500000,0.500000
281,0.500000,0.500000,0.500000
282,0.500000,0.500000,0.500000
283,0.500000,0.500000,0.500000
284,0.500000,0.500000,0.500000
285,0.500000,0.500000,0.500000
286,0.500000,0.500000,0.500000
287,0.500000,0.500000,0.500000
288,0.500000,0.500000,0.500000
289,0.500000,0.500000,0.500000
290,0.500000,0.500000,0.500000
291,0.500000,0.500000,0.500000
292,0.500000,0.500000,0.500000
293,0.500000,0.500000,0.500000
294,0.500000,0.500000,0.500000
295,0.500000,0.500000,0.500000
296,0.500000,0.500000,0.500000
297,0.500000,0.500000,0.500000
298,0.500000,0.500000,0.500000
299,0.500000,0.500000,0.500000
300,0.500000,0.500000,0.500000
301,0.500000,0.500000,0.500000
302,0.500000,0.500000,0.500000
303,0.500000,0.500000,0.500000
304,0.500000,0.500000,0.500000
305,0.500000,0.500000,0.500000
306,0.500000,0.500000,0.500000
307,0.500000,0.500000,0.500000
308,0.500000,0.500000,0.500000
309,0.500000,0.500000,0.500000
310,0.500000,0.500000,0.500000
311,0.500000,0.500000,0.500000
312,0.500000,0.500000,0.500000
313,0.500000,0.500000,0.500000
314,0.500000,0.500000,0.500000
315,0.500000,0.500000,0.500000
316,0.500000,0.500000,0.500000
317,0.541667,0.375000,0.500000
318,0.541667,0.375000,0.500000
319,0.541667,0.375000,0.500000
320,0.583333,0.375000,0.531250
321,0.583333,0.250000,0.500000
322,0.583333,0.250000,0.500000
323,0.583333,0.250000,0.500000
324,0.583333,0.250000,0.500000
325,0.583333,0.250000,0.500000
326,0.583333,0.250000,0.500000
327,0.583333,0.250000,0.500000
328,0.583333,0.250000,0.500000
329,0.583333,0.250000,0.500000
330,0.583333,0.250000,0.500000
331,0.625000,0.250000,0.531250
332,0.625000,0.250000,0.531250
333,0.625000,0.250000,0.531250
334,0.625000,0.250000,0.531250
335,0.625000,0.250000,0.531250
336,0.625000,0.250000,0.531250
337,0.625000,0.250000,0.531250
338,0.625000,0.250000,0.531250
339,0.583333,0.250000,0.500000
340,0.583333,0.250000,0.500000
341,0.625000,0.250000,0.531250
342,0.625000,0.250000,0.531250
343,0.625000,0.250000,0.531250
344,0.666667,0.250000,0.562500
345,0.625000,0.250000,0.531250
346,0.625000,0.250000,0.531250
347,0.625000,0.250000,0.531250
348,0.625000,0.250000,0.531250
349,0.625000,0.125000,0.500000
350,0.625000,0.125000,0.500000
351,0.666667,0.125000,0.531250
352,0.708333,0.125000,0.562500
353,0.708333,0.125000,0.562500
354,0.708333,0.125000,0.562500
355,0.708333,0.125000,0.562500
356,0.708333,0.125000,0.562500
357,0.708333,0.125000,0.562500
358,0.708333,0.125000,0.562500
359,0.708333,0.125000,0.562500
360,0.708333,0.125000,0.562500
361,0.708333,0.125000,0.562500
362,0.708333,0.125000,0.562500
363,0.708333,0.125000,0.562500
364,0.708333,0.125000,0.562500
365,0.708333,0.125000,0.562500
366,0.708333,0.125000,0.562500
367,0.708333,0.125000,0.562500
368,0.708333,0.250000,0.593750
369,0.708333,0.250000,0.593750
370,0.708333,0.250000,0.593750
371,0.708333,0.250000,0.593750
372,0.708333,0.375000,0.625000
373,0.708333,0.375000,0.625000
374,0.708333,0.375000,0.625000
375,0.708333,0.375000,0.625000
376,0.708333,0.375000,0.625000
377,0.708333,0.375000,0.625000
378,0.708333,0.375000,0.625000
379,0.708333,0.375000,0.625000
380,0.708333,0.375000,0.625000
381,0.708333,0.375000,0.625000
382,0.708333,0.375000,0.625000
383,0.708333,0.375000,0.625000
384,0.708333,0.375000,0.625000
385,0.708333,0.375000,0.625000
386,0.708333,0.375000,0.625000
387,0.708333,0.375000,0.625000
388,0.708333,0.375000,0.625000
389,0.708333,0.375000,0.625000
390,0.708333,0.375000,0.625000
391,0.708333,0.375000,0.625000
392,0.708333,0.375000,0.625000
393,0.708333,0.375000,0.625000
394,0.708333,0.375000,0.625000
395,0.708333,0.375000,0.625000
396,0.708333,0.375000,0.625000
397,0.708333,0.375000,0.625000
398,0.708333,0.375000,0.625000
399,0.708333,0.375000,0.625000
400,0.708333,0.375000,0.625000
401,0.708333,0.375000,0.625000
402,0.708333,0.375000,0.625000
403,0.708333,0.375000,0.625000
404,0.708333,0.375000,0.625000
405,0.708333,0.375000,0.625000
406,0.708333,0.375000,0.625000
407,0.708333,0.375000,0.625000
408,0.708333,0.375000,0.625000
409,0.708333,0.375000,0.625000
410,0.708333,0.375000,0.625000
411,0.708333,0.375000,0.625000
412,0.708333,0.375000,0.625000
413,0.708333,0.375000,0.625000
414,0.708333,0.375000,0.625000
415,0.708333,0.375000,0.625000
416,0.708333,0.375000,0.625000
417,0.708333,0.375000,0.625000
418,0.708333,0.375000,0.625000
419,0.708333,0.375000,0.625000
420,0.708333,0.375000,0.625000
421,0.708333,0.375000,0.625000
422,0.708333,0.375000,0.625000
423,0.708333,0.375000,0.625000
424,0.708333,0.375000,0.625000
425,0.708333,0.375000,0.625000
426,0.708333,0.375000,0.625000
427,0.708333,0.375000,0.625000
428,0.708333,0.375000,0.625000
429,0.708333,0.375000,0.625000
430,0.708333,0.375000,0.625000
431,0.708333,0.375000,0.625000
432,0.708333,0.375000,0.625000
433,0.708333,0.375000,0.625000
434,0.708333,0.375000,0.625000
435,0.708333,0.375000,0.625000
436,0.708333,0.375000,0.625000
437,0.708333,0.375000,0.625000
438,0.708333,0.375000,0.625000
439,0.708333,0.375000,0.625000
440,0.708333,0.375000,0.625000
441,0.708333,0.375000,0.625000
442,0.708333,0.375000,0.625000
443,0.708333,0.375000,0.625000
444,0.708333,0.375000,0.625000
445,0.708333,0.375000,0.625000
446,0.708333,0.375000,0.625000
447,0.708333,0.375000,0.625000
448,0.708333,0.375000,0.625000
449,0.708333,0.375000,0.625000
450,0.708333,0.375000,0.625000
451,0.708333,0.375000,0.625000
452,0.708333,0.375000,0.625000
453,0.708333,0.375000,0.625000
454,0.708333,0.375000,0.625000
455,0.708333,0.375000,0.625000
456,0.708333,0.375000,0.625000
457,0.708333,0.375000,0.625000
458,0.708333,0.375000,0.625000
459,0.708333,0.375000,0.625000
460,0.708333,0.375000,0.625000
461,0.708333,0.375000,0.625000
462,0.708333,0.375000,0.625000
463,0.708333,0.375000,0.625000
464,0.708333,0.375000,0.625000
465,0.708333,0.375000,0.625000
466,0.708333,0.375000,0.625000
467,0.708333,0.375000,0.625000
468,0.708333,0.375000,0.625000
469,0.708333,0.375000,0.625000
470,0.708333,0.375000,0.625000
471,0.708333,0.375000,0.625000
472,0.708333,0.375000,0.625000
473,0.708333,0.375000,0.625000
474,0.708333,0.375000,0.625000
475,0.708333,0.375000,0.625000
476,0.708333,0.375000,0.625000
477,0.708333,0.375000,0.625000
478,0.708333,0.375000,0.625000
479,0.708333,0.375000,0.625000
480,0.708333,0.375000,0.625000
481,0.708333,0.375000,0.625000
482,0.708333,0.375000,0.625000
483,0.708333,0.375000,0.625000
484,0.708333,0.375000,0.625000
485,0.708333,0.375000,0.625000
486,0.708333,0.375000,0.625000
487,0.708333,0.375000,0.625000
488,0.708333,0.375000,0.625000
489,0.708333,0.375000,0.625000
490,0.708333,0.375000,0.625000
491,0.708333,0.375000,0.625000
492,0.708333,0.375000,0.625000
493,0.708333,0.375000,0.625000
494,0.708333,0.375000,0.625000
495,0.708333,0.375000,0.625000
496,0.708333,0.375000,0.625000
497,0.708333,0.375000,0.625000
498,0.708333,0.375000,0.625000
499,0.708333,0.375000,0.625000
500,0.708333,0.375000,0.625000
501,0.708333,0.375000,0.625000
502,0.708333,0.375000,0.625000
503,0.708333,0.375000,0.625000
504,0.708333,0.375000,0.625000
505,0.708333,0.375000,0.625000
506,0.708333,0.375000,0.625000
507,0.708333,0.375000,0.625000
508,0.708333,0.375000,0.625000
509,0.708333,0.375000,0.625000
510,0.708333,0.375000,0.625000
511,0.708333,0.375000,0.625000
512,0.708333,0.375000,0.625000
513,0.708333,0.375000,0.625000
514,0.708333,0.375000,0.625000
515,0.708333,0.375000,0.625000
516,0.708333,0.375000,0.625000
517,0.708333,0.375000,0.625000
518,0.708333,0.375000,0.625000
519,0.708333,0.375000,0.625000
520,0.708333,0.375000,0.625000
521,0.708333,0.375000,0.625000
522,0.708333,0.375000,0.625000
523,0.708333,0.375000,0.625000
524,0.708333,0.375000,0.625000
525,0.708333,0.375000,0.625000
526,0.708333,0.375000,0.625000
527,0.708333,0.375000,0.625000
528,0.708333,0.375000,0.625000
529,0.708333,0.375000,0.625000
530,0.708333,0.375000,0.625000
531,0.708333,0.375000,0.625000
532,0.708333,0.375000,0.625000
533,0.708333,0.375000,0.625000
534,0.708333,0.375000,0.625000
535,0.708333,0.375000,0.625000
536,0.708333,0.375000,0.625000
537,0.708333,0.375000,0.625000
538,0.708333,0.375000,0.625000
539,0.708333,0.375000,0.625000
540,0.708333,0.375000,0.625000
541,0.708333,0.375000,0.625000
542,0.708333,0.375000,0.625000
543,0.708333,0.375000,0.625000
544,0.708333,0.375000,0.625000
545,0.708333,0.375000,0.625000
546,0.708333,0.375000,0.625000
547,0.708333,0.375000,0.625000
548,0.708333,0.375000,0.625000
549,0.708333,0.375000,0.625000
550,0.708333,0.375000,0.625000
551,0.708333,0.375000,0.625000
552,0.708333,0.375000,0.625000
553,0.708333,0.375000,0.625000
554,0.708333,0.375000,0.625000
555,0.708333,0.375000,0.625000
556,0.708333,0.375000,0.625000
557,0.708333,0.375000,0.625000
558,0.708333,0.375000,0.625000
559,0.708333,0.375000,0.625000
560,0.708333,0.375000,0.625000
561,0.708333,0.375000,0.625000
562,0.708333,0.375000,0.625000
563,0.708333,0.375000,0.625000
564,0.708333,0.375000,0.625000
565,0.708333,0.375000,0.625000
566,0.708333,0.375000,0.625000
567,0.708333,0.375000,0.625000
568,0.708333,0.375000,0.625000
569,0.708333,0.375000,0.625000
570,0.708333,0.375000,0.625000
571,0.708333,0.375000,0.625000
572,0.708333,0.375000,0.625000
573,0.708333,0.375000,0.625000
574,0.708333,0.375000,0.625000
575,0.708333,0.375000,0.625000
576,0.708333,0.375000,0.625000
577,0.708333,0.375000,0.625000
578,0.708333,0.375000,0.625000
579,0.708333,0.375000,0.625000
580,0.708333,0.375000,0.625000
581,0.708333,0.375000,0.625000
582,0.708333,0.375000,0.625000
583,0.708333,0.375000,0.625000
584,0.708333,0.375000,0.625000
585,0.708333,0.375000,0.625000
586,0.708333,0.375000,0.625000
587,0.708333,0.375000,0.625000
588,0.708333,0.375000,0.625000
589,0.708333,0.375000,0.625000
590,0.708333,0.375000,0.625000
591,0.708333,0.375000,0.625000
592,0.708333,0.375000,0.625000
593,0.708333,0.375000,0.625000
594,0.708333,0.375000,0.625000
595,0.708333,0.375000,0.625000
596,0.708333,0.375000,0.625000
597,0.708333,0.375000,0.625000
598,0.708333,0.375000,0.625000
599,0.708333,0.375000,0.625000
600,0.708333,0.375000,0.625000
601,0.708333,0.375000,0.625000
602,0.708333,0.375000,0.625000
603,0.708333,0.375000,0.625000
604,0.708333,0.375000,0.625000
605,0.708333,0.375000,0.625000
606,0.708333,0.375000,0.625000
607,0.708333,0.375000,0.625000
608,0.708333,0.375000,0.625000
609,0.708333,0.375000,0.625000
610,0.708333,0.375000,0.625000
611,0.708333,0.375000,0.625000
612,0.708333,0.375000,0.625000
613,0.708333,0.375000,0.625000
614,0.708333,0.375000,0.625000
615,0.708333,0.375000,0.625000
616,0.708333,0.375000,0.625000
617,0.708333,0.375000,0.625000
618,0.708333,0.375000,0.625000
619,0.708333,0.375000,0.625000
620,0.708333,0.375000,0.625000
621,0.708333,0.375000,0.625000
622,0.708333,0.375000,0.625000
623,0.708333,0.375000,0.625000
624,0.708333,0.375000,0.625000
625,0.708333,0.375000,0.625000
626,0.708333,0.375000,0.625000
627,0.708333,0.375000,0.625000
628,0.708333,0.375000,0.625000
629,0.708333,0.375000,0.625000
630,0.708333,0.375000,0.625000
631,0.708333,0.375000,0.625000
632,0.708333,0.375000,0.625000
633,0.708333,0.375000,0.625000
634,0.708333,0.375000,0.625000
635,0.708333,0.375000,0.625000
636,0.708333,0.375000,0.625000
637,0.708333,0.375000,0.625000
638,0.708333,0.375000,0.625000
639,0.708333,0.375000,0.625000
640,0.708333,0.375000,0.625000
641,0.708333,0.375000,0.625000
642,0.708333,0.375000,0.625000
643,0.708333,0.375000,0.625000
644,0.708333,0.375000,0.625000
645,0.708333,0.375000,0.625000
646,0.708333,0.375000,0.625000
647,0.708333,0.375000,0.625000
648,0.708333,0.375000,0.625000
649,0.708333,0.375000,0.625000
650,0.708333,0.375000,0.625000
651,0.708333,0.375000,0.625000
652,0.708333,0.375000,0.625000
653,0.708333,0.375000,0.625000
654,0.708333,0.375000,0.625000
655,0.708333,0.375000,0.625000
656,0.708333,0.375000,0.625000
657,0.708333,0.375000,0.625000
658,0.708333,0.375000,0.625000
659,0.708333,0.375000,0.625000
660,0.708333,0.375000,0.625000
661,0.708333,0.375000,0.625000
662,0.708333,0.375000,0.625000
663,0.708333,0.375000,0.625000
664,0.708333,0.375000,0.625000
665,0.708333,0.375000,0.625000
666,0.708333,0.375000,0.625000
667,0.708333,0.375000,0.625000
668,0.708333,0.375000,0.625000
669,0.708333,0.375000,0.625000
670,0.708333,0.375000,0.625000
671,0.708333,0.375000,0.625000
672,0.708333,0.375000,0.625000
673,0.708333,0.375000,0.625000
674,0.708333,0.375000,0.625000
675,0.708333,0.375000,0.625000
676,0.708333,0.375000,0.625000
677,0.708333,0.375000,0.625000
678,0.708333,0.375000,0.625000
679,0.708333,0.375000,0.625000
680,0.708333,0.375000,0.625000
681,0.708333,0.375000,0.625000
682,0.708333,0.375000,0.625000
683,0.708333,0.375000,0.625000
684,0.708333,0.375000,0.625000
685,0.708333,0.375000,0.625000
686,0.708333,0.375000,0.625000
687,0.708333,0.375000,0.625000
688,0.708333,0.375000,0.625000
689,0.708333,0.375000,0.625000
690,0.708333,0.375000,0.625000
691,0.708333,0.375000,0.625000
692,0.708333,0.375000,0.625000
693,0.708333,0.375000,0.625000
694,0.708333,0.375000,0.625000
695,0.708333,0.375000,0.625000
696,0.708333,0.375000,0.625000
697,0.708333,0.375000,0.625000
698,0.708333,0.375000,0.625000
699,0.708333,0.375000,0.625000
700,0.708333,0.375000,0.625000
701,0.708333,0.375000,0.625000
702,0.708333,0.375000,0.625000
703,0.708333,0.375000,0.625000
704,0.708333,0.375000,0.625000
705,0.708333,0.375000,0.625000
706,0.708333,0.375000,0.625000
707,0.708333,0.375000,0.625000
708,0.708333,0.375000,0.625000
709,0.708333,0.375000,0.625000
710,0.708333,0.375000,0.625000
711,0.708333,0.375000,0.625000
712,0.708333,0.375000,0.625000
713,0.708333,0.375000,0.625000
714,0.708333,0.375000,0.625000
715,0.708333,0.375000,0.625000
716,0.708333,0.375000,0.625000
717,0.708333,0.375000,0.625000
718,0.708333,0.375000,0.625000
719,0.708333,0.375000,0.625000
720,0.708333,0.375000,0.625000
721,0.708333,0.375000,0.625000
722,0.708333,0.375000,0.625000
723,0.708333,0.375000,0.625000
724,0.708333,0.375000,0.625000
725,0.708333,0.375000,0.625000
726,0.708333,0.375000,0.625000
727,0.708333,0.375000,0.625000
728,0.708333,0.375000,0.625000
729,0.708333,0.375000,0.625000
730,0.708333,0.375000,0.625000
731,0.708333,0.375000,0.625000
732,0.708333,0.375000,0.625000
733,0.708333,0.375000,0.625000
734,0.708333,0.375000,0.625000
735,0.708333,0.375000,0.625000
736,0.708333,0.375000,0.625000
737,0.708333,0.375000,0.625000
738,0.708333,0.375000,0.625000
739,0.708333,0.375000,0.625000
740,0.708333,0.375000,0.625000
741,0.708333,0.375000,0.625000
742,0.708333,0.375000,0.625000
743,0.708333,0.375000,0.625000
744,0.666667,0.250000,0.562500
745,0.666667,0.250000,0.562500
746,0.750000,0.375000,0.656250
747,0.791667,0.500000,0.718750
748,0.833333,0.625000,0.781250
749,0.833333,0.750000,0.812500
750,0.833333,0.750000,0.812500
751,0.833333,0.750000,0.812500
752,0.833333,0.750000,0.812500
753,0.833333,0.750000,0.812500
754,0.833333,0.750000,0.812500
755,0.833333,0.750000,0.812500
756,0.833333,0.750000,0.812500
757,0.833333,0.750000,0.812500
758,0.833333,0.750000,0.812500
759,0.833333,0.750000,0.812500
760,0.833333,0.750000,0.812500
761,0.833333,0.750000,0.812500
762,0.833333,0.750000,0.812500
763,0.833333,0.750000,0.812500
764,0.833333,0.750000,0.812500
765,0.833333,0.750000,0.812500
766,0.833333,0.750000,0.812500
767,0.833333,0.750000,0.812500
768,0.833333,0.750000,0.812500
769,0.833333,0.750000,0.812500
770,0.833333,0.750000,0.812500
771,0.833333,0.750000,0.812500
772,0.833333,0.750000,0.812500
773,0.833333,0.750000,0.812500
774,0.833333,0.750000,0.812500
775,0.833333,0.750000,0.812500
776,0.833333,0.750000,0.812500
777,0.833333,0.750000,0.812500
778,0.833333,0.750000,0.812500
779,0.833333,0.750000,0.812500
780,0.833333,0.750000,0.812500
781,0.833333,0.750000,0.812500
782,0.833333,0.750000,0.812500
783,0.833333,0.750000,0.812500
784,0.833333,0.750000,0.812500
785,0.833333,0.750000,0.812500
786,0.833333,0.750000,0.812500
787,0.833333,0.750000,0.812500
788,0.833333,0.750000,0.812500
789,0.833333,0.750000,0.812500
790,0.833333,0.750000,0.812500
791,0.833333,0.750000,0.812500
792,0.833333,0.750000,0.812500
793,0.833333,0.750000,0.812500
794,0.833333,0.750000,0.812500
795,0.833333,0.750000,0.812500
796,0.833333,0.750000,0.812500
797,0.833333,0.750000,0.812500
798,0.833333,0.750000,0.812500
799,0.833333,0.750000,0.812500
800,0.833333,0.750000,0.812500
801,0.833333,0.750000,0.812500
802,0.833333,0.750000,0.812500
803,0.833333,0.750000,0.812500
804,0.833333,0.750000,0.812500
805,0.833333,0.750000,0.812500
806,0.833333,0.750000,0.812500
807,0.833333,0.750000,0.812500
808,0.833333,0.750000,0.812500
809,0.833333,0.750000,0.812500
810,0.833333,0.750000,0.812500
811,0.833333,0.750000,0.812500
812,0.833333,0.750000,0.812500
813,0.833333,0.750000,0.812500
814,0.833333,0.750000,0.812500
815,0.833333,0.750000,0.812500
816,0.833333,0.750000,0.812500
817,0.833333,0.750000,0.812500
818,0.833333,0.750000,0.812500
819,0.833333,0.750000,0.812500
